,episode_ids,id,url,name,season,number,type,airdate,airtime,airstamp,runtime,rating,summary
129,129,1978866,https://www.tvmaze.com/episodes/1978866/vopros-rebrom-4x02-vypusk-14-vladimir-markoni,Выпуск 14. Владимир Маркони,4.0,2.0,regular,2020-12-02,,2020-12-02,35.0,,"Настало время расплаты и жестких вопросов для Владимира Маркони от ковбоев, амазонок и Сергея Мезенцева. Смотрим!"
130,130,2008207,https://www.tvmaze.com/episodes/2008207/intervu-s-komikom-1x11-elena-novikova,Елена Новикова,1.0,11.0,regular,2020-12-02,,2020-12-02,48.0,,
131,131,1975245,https://www.tvmaze.com/episodes/1975245/the-graduates-1x09-episode-9,Episode 9,1.0,9.0,regular,2020-12-02,,2020-12-02,60.0,,
132,132,1978588,https://www.tvmaze.com/episodes/1978588/la-vida-moderna-7x51-juanito,Juanito,7.0,51.0,regular,2020-12-02,,2020-12-02,35.0,,
133,133,1978307,https://www.tvmaze.com/episodes/1978307/sereza-i-mikrofon-podkast-1x55-drifter-nikita-sikov-avtosport-v-opasnosti,ДРИФТЕР НИКИТА ШИКОВ | АВТОСПОРТ В ОПАСНОСТИ,1.0,55.0,regular,2020-12-02,,2020-12-02,128.0,,
134,134,1978248,https://www.tvmaze.com/episodes/1978248/world-war-two-week-by-week-s03-special-nazi-plunder,Nazi Plunder,3.0,,significant_special,2020-12-02,,2020-12-02,14.0,,"During their occupation of large parts of Europe, the Nazis systematically looted foreign countries for art, gold and other items holding financial or cultural value. Often for any larger purpose, but for their own, egocentric, criminal gain."
135,135,1978314,https://www.tvmaze.com/episodes/1978314/between-2-wars-2x06-winter-1920-new-york-prohibits-booze-and-socialists,Winter 1920: New York Prohibits Booze and Socialists,2.0,6.0,regular,2020-12-02,,2020-12-02,15.0,,"Science and technology is marching on as the world enters the 1920's. But Americans have more to reckon with than just a new decade: every state in the country has gone ""dry""."
136,136,1980777,https://www.tvmaze.com/episodes/1980777/jan-thomas-verden-1x19-episode-19,Episode 19,1.0,19.0,regular,2020-12-02,,2020-12-02,20.0,,
137,137,1990736,https://www.tvmaze.com/episodes/1990736/ela-ana-8x10-episode-10,Episode 10,8.0,10.0,regular,2020-12-02,,2020-12-02,40.0,,
138,138,2001104,https://www.tvmaze.com/episodes/2001104/red-table-talk-the-estefans-1x08-powerful-life-lessons-from-supreme-court-justice-sonia-sotomayor,Powerful Life Lessons from Supreme Court Justice Sonia Sotomayor,1.0,8.0,regular,2020-12-02,,2020-12-02,32.0,,
139,139,2035018,https://www.tvmaze.com/episodes/2035018/roger-et-ses-humains-1x21-squatter,Squatter,1.0,21.0,regular,2020-12-02,,2020-12-02,2.0,,
140,140,1964493,https://www.tvmaze.com/episodes/1964493/shi-yi-changan-mingyue-ji-shi-you-1x07-episode-7,Episode 7,1.0,7.0,regular,2020-12-02,20:00,2020-12-02,20.0,,
141,141,1968548,https://www.tvmaze.com/episodes/1968548/something-just-like-this-1x45-episode-45,Episode 45,1.0,45.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
142,142,1968549,https://www.tvmaze.com/episodes/1968549/something-just-like-this-1x46-episode-46,Episode 46,1.0,46.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
143,143,1970184,https://www.tvmaze.com/episodes/1970184/alien-worlds-1x01-atlas,Atlas,1.0,1.0,regular,2020-12-02,,2020-12-02,41.0,7.3,"On exoplanet Atlas, dense gravity creates a thick atmosphere allowing airborne life forms to thrive — but also providing a lesson in adaptability."
144,144,1978289,https://www.tvmaze.com/episodes/1978289/alien-worlds-1x02-janus,Janus,1.0,2.0,regular,2020-12-02,,2020-12-02,45.0,9.0,"Ants, scorpions and fireflies provide clues for biologists to conjecture about life on exoplanet Janus, including highly adaptable pentapods."
145,145,1978290,https://www.tvmaze.com/episodes/1978290/alien-worlds-1x03-eden,Eden,1.0,3.0,regular,2020-12-02,,2020-12-02,41.0,9.0,"Twin stars create an oxygen-rich atmosphere on Eden, where a teeming biosphere may parallel seasonal cycles of predation and reproduction on Earth."
146,146,1978291,https://www.tvmaze.com/episodes/1978291/alien-worlds-1x04-terra,Terra,1.0,4.0,regular,2020-12-02,,2020-12-02,47.0,10.0,"Twin stars create an oxygen-rich atmosphere on Eden, where a teeming biosphere may parallel seasonal cycles of predation and reproduction on Earth."
147,147,1976028,https://www.tvmaze.com/episodes/1976028/twisted-fate-of-love-1x17-episode-17,Episode 17,1.0,17.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
148,148,1976029,https://www.tvmaze.com/episodes/1976029/twisted-fate-of-love-1x18-episode-18,Episode 18,1.0,18.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
149,149,1976136,https://www.tvmaze.com/episodes/1976136/insect-detective-1x23-episode-23,Episode 23,1.0,23.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
150,150,1976137,https://www.tvmaze.com/episodes/1976137/insect-detective-1x24-episode-24,Episode 24,1.0,24.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
151,151,1976154,https://www.tvmaze.com/episodes/1976154/new-face-1x13-episode-13,Episode 13,1.0,13.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
152,152,1976155,https://www.tvmaze.com/episodes/1976155/new-face-1x14-episode-14,Episode 14,1.0,14.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
153,153,1976185,https://www.tvmaze.com/episodes/1976185/psych-hunter-1x19-episode-19,Episode 19,1.0,19.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
154,154,1976186,https://www.tvmaze.com/episodes/1976186/psych-hunter-1x20-episode-20,Episode 20,1.0,20.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
155,155,1977632,https://www.tvmaze.com/episodes/1977632/to-love-1x21-episode-21,Episode 21,1.0,21.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
156,156,1977633,https://www.tvmaze.com/episodes/1977633/to-love-1x22-episode-22,Episode 22,1.0,22.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
157,157,1985457,https://www.tvmaze.com/episodes/1985457/you-complete-me-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
158,158,1985458,https://www.tvmaze.com/episodes/1985458/you-complete-me-1x02-episode-2,Episode 2,1.0,2.0,regular,2020-12-02,20:00,2020-12-02,45.0,,
159,159,2024907,https://www.tvmaze.com/episodes/2024907/el-anesa-farah-2x14-episode-14,Episode 14,2.0,14.0,regular,2020-12-02,,2020-12-02,40.0,,
160,160,2118318,https://www.tvmaze.com/episodes/2118318/crash-course-organic-chemistry-1x17-alkene-redox-reactions,Alkene Redox Reactions,1.0,17.0,regular,2020-12-02,,2020-12-02,,,
161,161,2143634,https://www.tvmaze.com/episodes/2143634/too-many-spirits-2x01-ryan-shane-get-drunk-read-holiday-horror-stories,Ryan & Shane Get Drunk & Read Holiday Horror Stories,2.0,1.0,regular,2020-12-02,,2020-12-02,25.0,,"Welcome to the SEASON 2 of our spooky and now FESTIVE show- Too Many Spirits! Join us as we read your submitted holiday ghost stories and enjoy cocktails prepared by freshman bartender, Steven Lim."
162,162,2166193,https://www.tvmaze.com/episodes/2166193/hello-kittys-super-cute-adventures-1x07-happy-campers,Happy Campers,1.0,7.0,regular,2020-12-02,,2020-12-02,,,
163,163,2239607,https://www.tvmaze.com/episodes/2239607/scishow-kids-2020-12-02-how-compost-is-made-a-field-trip,How Compost Is Made: A Field Trip!,,19.0,regular,2020-12-02,,2020-12-02,5.0,,
164,164,2318096,https://www.tvmaze.com/episodes/2318096/bride-of-beirut-2x40-episode-40,Episode 40,2.0,40.0,regular,2020-12-02,,2020-12-02,45.0,,
165,165,1998525,https://www.tvmaze.com/episodes/1998525/mermaid-prince-1x11-episode-11,Episode 11,1.0,11.0,regular,2020-12-02,21:00,2020-12-02,45.0,,
166,166,1998526,https://www.tvmaze.com/episodes/1998526/mermaid-prince-1x12-episode-12,Episode 12,1.0,12.0,regular,2020-12-02,21:00,2020-12-02,45.0,,
167,167,1991526,https://www.tvmaze.com/episodes/1991526/conversa-com-bial-4x143-perfeito-fortuna-e-evandro-mesquita,Perfeito Fortuna e Evandro Mesquita,4.0,143.0,regular,2020-12-02,,2020-12-02,,,
168,168,2036614,https://www.tvmaze.com/episodes/2036614/the-bump-2x60-the-bump-72,The Bump 72,2.0,60.0,regular,2020-12-02,10:00,2020-12-02,30.0,,
169,169,1980718,https://www.tvmaze.com/episodes/1980718/sj-returns-4x77-episode-77,Episode 77,4.0,77.0,regular,2020-12-02,00:00,2020-12-02,5.0,,
170,170,2192622,https://www.tvmaze.com/episodes/2192622/diti-proti-zirok-2x09-vypusk-9-tayanna-aleksandr-pedan-roman-miserakov,"Выпуск 9 (TAYANNA, Александр Педан, Роман Мищеряков)",2.0,9.0,regular,2020-12-02,19:00,2020-12-02,90.0,,
171,171,1977756,https://www.tvmaze.com/episodes/1977756/tooning-out-the-news-1x106-hot-take,"""Hot Take""",1.0,106.0,regular,2020-12-02,,2020-12-02,7.0,,"Ronan Farrow enters the Hot Take octagon to discuss the rigged election, Trump's masterful Covid response, and the Me Too movement. "
172,172,2135009,https://www.tvmaze.com/episodes/2135009/dimension-20-7x04-we-need-to-talk-about-cody,We Need to Talk About Cody,7.0,4.0,regular,2020-12-02,,2020-12-02,,,
173,173,1960029,https://www.tvmaze.com/episodes/1960029/goede-tijden-slechte-tijden-31x55-aflevering-6310,Aflevering 6310,31.0,55.0,regular,2020-12-02,20:00,2020-12-02,23.0,,
174,174,1979362,https://www.tvmaze.com/episodes/1979362/rooneys-last-roll-1x04-memories,Memories,1.0,4.0,regular,2020-12-02,15:00,2020-12-02,9.0,,
175,175,1958865,https://www.tvmaze.com/episodes/1958865/wwe-nxt-14x49-main-event-raquel-gonzalez-vs-shotzi-blackheart-in-a-wargames-advantage-ladder-match,Main Event: Raquel Gonzalez vs. Shotzi Blackheart in a WarGames Advantage Ladder Match,14.0,49.0,regular,2020-12-02,20:00,2020-12-03,121.0,,
176,176,1976920,https://www.tvmaze.com/episodes/1976920/ruth-ruby-virtual-sleepover-challenges-2020-12-02-holiday-jingle-wrap-challenge,Holiday Jingle Wrap Challenge,,8.0,regular,2020-12-02,21:25,2020-12-03,5.0,,"Happy Holidays! BFFs Ruby Rose Turner (Coop &amp; Cami Ask the World), Ruth Righi (Sydney to the Max), and special guest Issac Ryan Brown (Raven's Home) compete to see who can wrap the most gifts using oven mits and then unwrap them without making any noise!"
177,177,1945144,https://www.tvmaze.com/episodes/1945144/noblesse-1x09-blood-contract-devote,Blood Contract / Devote,1.0,9.0,regular,2020-12-02,00:00,2020-12-03,25.0,,"Raizel and Frankenstein first met in Lukedonia, the country of nobles. Raizel took Frankenstein, who was a noble hunter at the time, into his mansion to work as his butler. Frankenstein protected him for several years, but then some among the nobility who had unfavorable opinions of the duo began to revolt. What decision did Frankenstein and Raizel reach in response to this conflict?"
178,178,1979825,https://www.tvmaze.com/episodes/1979825/sim-for-you-4x17-chanyeols-episode-17,Chanyeol's Episode 17,4.0,17.0,regular,2020-12-03,06:00,2020-12-02,16.0,,#A refreshing break #I refuse any rewards #Going with the flow
179,179,1963996,https://www.tvmaze.com/episodes/1963996/257-pricin-ctoby-zit-2x06-seria-19,Серия 19,2.0,6.0,regular,2020-12-03,,2020-12-03,25.0,,
180,180,1960726,https://www.tvmaze.com/episodes/1960726/psih-1x05-revnost,Ревность,1.0,5.0,regular,2020-12-03,12:00,2020-12-03,66.0,,
181,181,1954453,https://www.tvmaze.com/episodes/1954453/serlok-v-rossii-1x07-serdce-holmsa-i,Сердце Холмса I,1.0,7.0,regular,2020-12-03,,2020-12-03,50.0,8.0,
182,182,1969558,https://www.tvmaze.com/episodes/1969558/neznost-1x10-seria-10,Серия 10,1.0,10.0,regular,2020-12-03,,2020-12-03,21.0,,
183,183,1969559,https://www.tvmaze.com/episodes/1969559/neznost-1x11-seria-11,Серия 11,1.0,11.0,regular,2020-12-03,,2020-12-03,21.0,,
184,184,1979224,https://www.tvmaze.com/episodes/1979224/kotiki-1x04-seria-4,Серия 4,1.0,4.0,regular,2020-12-03,,2020-12-03,13.0,,
185,185,1971568,https://www.tvmaze.com/episodes/1971568/mermaid-prince-2x08-episode-8,Episode 8,2.0,8.0,regular,2020-12-03,11:00,2020-12-03,15.0,,
186,186,1985785,https://www.tvmaze.com/episodes/1985785/theres-a-pit-in-my-senior-martial-brothers-brain-2x07-episode-7,Episode 7,2.0,7.0,regular,2020-12-03,11:00,2020-12-03,20.0,,
187,187,1944214,https://www.tvmaze.com/episodes/1944214/quan-zhi-gao-shou-2x11-little-cold-hands,Little Cold Hands,2.0,11.0,regular,2020-12-03,,2020-12-03,20.0,,
188,188,1972555,https://www.tvmaze.com/episodes/1972555/the-wolf-1x13-episode-13,Episode 13,1.0,13.0,regular,2020-12-03,,2020-12-03,45.0,,
189,189,1972556,https://www.tvmaze.com/episodes/1972556/the-wolf-1x14-episode-14,Episode 14,1.0,14.0,regular,2020-12-03,,2020-12-03,45.0,,
190,190,1973542,https://www.tvmaze.com/episodes/1973542/please-wait-brother-1x21-episode-21,Episode 21,1.0,21.0,regular,2020-12-03,12:00,2020-12-03,37.0,,
191,191,1973543,https://www.tvmaze.com/episodes/1973543/please-wait-brother-1x22-episode-22,Episode 22,1.0,22.0,regular,2020-12-03,12:00,2020-12-03,37.0,,
192,192,1999295,https://www.tvmaze.com/episodes/1999295/futmallscom-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-03,,2020-12-03,45.0,,
193,193,1999297,https://www.tvmaze.com/episodes/1999297/futmallscom-1x02-episode-2,Episode 2,1.0,2.0,regular,2020-12-03,,2020-12-03,45.0,,
194,194,2065439,https://www.tvmaze.com/episodes/2065439/the-wonderland-of-ten-thousands-4x26-episode-26-154,Episode 26 (154),4.0,26.0,regular,2020-12-03,,2020-12-03,10.0,,
195,195,2169199,https://www.tvmaze.com/episodes/2169199/i-am-a-great-god-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-03,,2020-12-03,20.0,,
196,196,2205968,https://www.tvmaze.com/episodes/2205968/my-supernatural-power-1x11-episode-11,Episode 11,1.0,11.0,regular,2020-12-03,,2020-12-03,45.0,,
197,197,2205969,https://www.tvmaze.com/episodes/2205969/my-supernatural-power-1x12-episode-12,Episode 12,1.0,12.0,regular,2020-12-03,,2020-12-03,45.0,,
198,198,1968538,https://www.tvmaze.com/episodes/1968538/why-r-u-the-series-2x01-episode-1,Episode 1,2.0,1.0,regular,2020-12-03,,2020-12-03,30.0,6.7,"Following the school's music competition, Zon fears that the connection he have with Saifah may just be connected to their fiction and not real.  He quickly begins pushing Saifah away and delete's Zol's story from her computer.  "
199,199,1944882,https://www.tvmaze.com/episodes/1944882/ukjent-arving-1x04-sjakkmesterens-millioner,Sjakkmesterens millioner,1.0,4.0,regular,2020-12-03,06:00,2020-12-03,43.0,,
200,200,1947707,https://www.tvmaze.com/episodes/1947707/ukjent-arving-1x05-mannen-uten-land,Mannen uten land,1.0,5.0,regular,2020-12-03,06:00,2020-12-03,56.0,,
201,201,1977311,https://www.tvmaze.com/episodes/1977311/stjernestov-1x03-episode-3,Episode 3,1.0,3.0,regular,2020-12-03,06:00,2020-12-03,21.0,,
202,202,2003091,https://www.tvmaze.com/episodes/2003091/slepaa-10x95-kvartira-s-otdelkoj,Квартира с отделкой,10.0,95.0,regular,2020-12-03,17:35,2020-12-03,25.0,,
203,203,1973847,https://www.tvmaze.com/episodes/1973847/im-a-celebritythe-daily-drop-1x16-daliso-chaponda-arielle-free-jessica-plummer-russell-watson,"Daliso Chaponda, Arielle Free, Jessica Plummer, Russell Watson",1.0,16.0,regular,2020-12-03,06:00,2020-12-03,30.0,,
204,204,2018163,https://www.tvmaze.com/episodes/2018163/sake-1x08-etih-korrupcionerov-davit-nado,Этих коррупционеров давить надо!,1.0,8.0,regular,2020-12-03,,2020-12-03,23.0,,
205,205,1979094,https://www.tvmaze.com/episodes/1979094/esenepozner-s02-special-bratva-istoria-banditskogo-peterburga,Братва: история бандитского Петербурга,2.0,,insignificant_special,2020-12-03,20:00,2020-12-03,140.0,,
206,206,1974048,https://www.tvmaze.com/episodes/1974048/love-revolution-1x22-episode-22,Episode 22,1.0,22.0,regular,2020-12-03,17:00,2020-12-03,20.0,,
207,207,1963200,https://www.tvmaze.com/episodes/1963200/nocnoj-kontakt-5x40-v-gostah-ramil,В гостях: Ramil`,5.0,40.0,regular,2020-12-03,20:20,2020-12-03,30.0,,
208,208,1978544,https://www.tvmaze.com/episodes/1978544/studia-souz-s04-special-dajdzest-17,Дайджест #17,4.0,,insignificant_special,2020-12-03,21:00,2020-12-03,45.0,,
209,209,1979371,https://www.tvmaze.com/episodes/1979371/melon-music-awards-2020-12-03-day-2,Day 2,,2.0,regular,2020-12-03,18:00,2020-12-03,300.0,,
210,210,2068250,https://www.tvmaze.com/episodes/2068250/joe-show-5x27-lqa-alqmt,لقاء القمة,5.0,27.0,regular,2020-12-03,,2020-12-03,53.0,,
211,211,2137599,https://www.tvmaze.com/episodes/2137599/its-okay-to-be-sensitive-2020-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-03,18:00,2020-12-03,,,
212,212,2017655,https://www.tvmaze.com/episodes/2017655/masrah-masr-8x01-badawiya-party,Badawiya Party,8.0,1.0,regular,2020-12-03,,2020-12-03,60.0,,
213,213,2017656,https://www.tvmaze.com/episodes/2017656/masrah-masr-8x02-eezba-basha,Eezba Basha,8.0,2.0,regular,2020-12-03,,2020-12-03,60.0,,
214,214,1969239,https://www.tvmaze.com/episodes/1969239/tv-2-hjelper-deg-54x15-avslorer-elkjop-og-power-med-skjult-kamera,Avslører Elkjøp og Power med skjult kamera,54.0,15.0,regular,2020-12-03,,2020-12-03,60.0,,
215,215,1982913,https://www.tvmaze.com/episodes/1982913/alex-og-aune-1x04-mot-nye-hoyder,Mot nye høyder,1.0,4.0,regular,2020-12-03,,2020-12-03,12.0,,
216,216,2092725,https://www.tvmaze.com/episodes/2092725/temptation-island-love-or-leave-1x03-episode-3,Episode 3,1.0,3.0,regular,2020-12-03,,2020-12-03,45.0,,
217,217,1977370,https://www.tvmaze.com/episodes/1977370/blipp-vs-snolos-1x04-bortebane,Bortebane,1.0,4.0,regular,2020-12-03,,2020-12-03,13.0,,
218,218,1998406,https://www.tvmaze.com/episodes/1998406/stichtag-1x07-zimmer-1005,Zimmer 1005,1.0,7.0,regular,2020-12-03,,2020-12-03,20.0,,
219,219,1998407,https://www.tvmaze.com/episodes/1998407/stichtag-1x08-mischkonsum,Mischkonsum,1.0,8.0,regular,2020-12-03,,2020-12-03,20.0,,
220,220,2153992,https://www.tvmaze.com/episodes/2153992/jonahs-dyreverden-2x10-apekatt-flaggermus,Apekatt & flaggermus,2.0,10.0,regular,2020-12-03,,2020-12-03,9.0,,
221,221,2169850,https://www.tvmaze.com/episodes/2169850/brak-1x10-ohana,Ohana,1.0,10.0,regular,2020-12-03,,2020-12-03,8.0,,
222,222,1978891,https://www.tvmaze.com/episodes/1978891/simons-cat-2020-special-little-angel-christmas-special,LITTLE ANGEL (Christmas Special),,,insignificant_special,2020-12-03,,2020-12-03,2.0,,
223,223,1950365,https://www.tvmaze.com/episodes/1950365/star-trek-discovery-3x08-the-sanctuary,The Sanctuary,3.0,8.0,regular,2020-12-03,,2020-12-03,48.0,7.7,"Burnham and the U.S.S. Discovery crew travel to Book's home planet to help rescue it from Osyraa, the formidable leader of the Emerald Chain. Meanwhile, Stamets and Adira continue their search for valuable information on the origin of the Burn."
224,224,1986349,https://www.tvmaze.com/episodes/1986349/critical-role-2x118-solace-between-the-secrets,Solace Between the Secrets,2.0,118.0,regular,2020-12-03,,2020-12-03,240.0,,"The Mighty Nein forge their own way across the tundra to another Aeorian excavation site, but things far more dangerous than frozen relics await them under the snow... "
225,225,1975172,https://www.tvmaze.com/episodes/1975172/the-young-turks-2020-12-03-december-3-2020,"December 3, 2020",,289.0,regular,2020-12-03,,2020-12-03,120.0,,
226,226,2189551,https://www.tvmaze.com/episodes/2189551/cyanide-happiness-shorts-2020-12-03-holdup,Holdup,,46.0,regular,2020-12-03,,2020-12-03,,,
