,shows_id,time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
404,547,20:30,1.0,0.0,0.0,0.0,0.0,0.0,0.0
405,548,22:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0
406,549,21:30,0.0,0.0,0.0,0.0,1.0,0.0,0.0
407,550,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
408,551,,0.0,0.0,0.0,1.0,1.0,1.0,0.0
409,552,20:00,0.0,0.0,0.0,1.0,1.0,1.0,0.0
410,553,,1.0,1.0,1.0,1.0,1.0,0.0,0.0
411,554,06:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0
412,561,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
413,562,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
414,565,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
415,566,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
416,567,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
417,574,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
418,577,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
419,578,20:00,1.0,0.0,0.0,0.0,0.0,1.0,1.0
420,580,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
421,582,18:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0
422,583,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
423,585,,1.0,1.0,1.0,1.0,0.0,0.0,1.0
424,587,17:00,1.0,0.0,0.0,1.0,0.0,1.0,0.0
425,588,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
426,589,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
427,590,21:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0
428,591,21:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0
429,597,21:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0
430,598,,1.0,0.0,0.0,1.0,0.0,0.0,0.0
431,599,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
432,600,12:30,0.0,0.0,1.0,1.0,0.0,0.0,0.0
433,601,18:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0
434,602,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
435,603,18:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0
436,609,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
437,610,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
438,611,20:30,0.0,0.0,0.0,0.0,1.0,0.0,0.0
439,612,00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0
440,613,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
441,614,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
442,620,23:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0
443,621,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
